origin_full,destination_full,miles,rate,rpm,deadhead_origin,deadhead_destination,weight,truck_type,pickup_date,delivery_date,broker_name,broker_contact
"Oklahoma City, OK","Memphis, TN",1715,2915,1.7,110,13,33501,Reefer,2026-06-10,2026-06-13,RXO,800-866-0190
"Sacramento, CA","Springfield, IL",1625,4501,2.77,214,136,33308,Step Deck,2026-06-01,2026-06-06,Uber Freight,844-822-8237
"Indianapolis, IN","Columbus, OH",1306,2598,1.99,56,21,39074,Step Deck,2026-06-03,2026-06-04,Echo Global Logistics,800-354-7993
"Boise, ID","Tacoma, WA",1532,5607,3.66,200,138,46399,Reefer,2026-05-25,2026-05-26,Coyote Logistics,877-626-9683
"Austin, TX","Knoxville, TN",441,992,2.25,62,5,30537,Step Deck,2026-05-25,2026-05-30,Echo Global Logistics,800-354-7993
"Phoenix, AZ","Plano, TX",1000,3620,3.62,217,115,42778,Flatbed,2026-06-10,2026-06-15,JB Hunt,800-452-4868
"Rockford, IL","New York, NY",489,1833,3.75,105,151,14707,Step Deck,2026-05-24,2026-05-25,Schneider,800-558-6767
"Las Vegas, NV","Atlanta, GA",974,2337,2.4,176,134,46820,Dry Van,2026-05-21,2026-05-25,Coyote Logistics,877-626-9683
"Salt Lake City, UT","Denver, CO",575,1949,3.39,49,13,43961,Step Deck,2026-05-20,2026-05-25,Uber Freight,844-822-8237
"Greensboro, NC","San Diego, CA",1929,4031,2.09,193,71,26525,Flatbed,2026-06-14,2026-06-15,TQL,800-580-3101
"Savannah, GA","Raleigh, NC",809,2977,3.68,100,80,18481,Flatbed,2026-06-19,2026-06-19,Landstar,800-872-9400
"Philadelphia, PA","San Antonio, TX",1087,4032,3.71,5,47,18973,Reefer,2026-05-25,2026-05-27,RXO,800-866-0190
"Chicago, IL","Amarillo, TX",503,1609,3.2,160,19,24443,Reefer,2026-05-21,2026-05-23,Uber Freight,844-822-8237
"Kansas City, MO","Philadelphia, PA",1773,6524,3.68,125,93,39392,Dry Van,2026-05-25,2026-05-27,XPO Logistics,800-755-2728
"Indianapolis, IN","Chicago, IL",2273,8501,3.74,129,84,10995,Reefer,2026-06-14,2026-06-18,C.H. Robinson,800-323-7587
"Plano, TX","Lubbock, TX",325,1062,3.27,92,99,42042,Step Deck,2026-05-21,2026-05-22,JB Hunt,800-452-4868
"Miami, FL","Tampa, FL",1898,3169,1.67,5,40,16772,Dry Van,2026-06-09,2026-06-13,Landstar,800-872-9400
"San Jose, CA","Atlanta, GA",1810,5122,2.83,194,88,42403,Step Deck,2026-05-21,2026-05-25,Uber Freight,844-822-8237
"Atlanta, GA","Buffalo, NY",1187,2433,2.05,88,117,27538,Dry Van,2026-06-02,2026-06-06,JB Hunt,800-452-4868
"Fort Worth, TX","Atlanta, GA",1737,3091,1.78,76,80,41719,Step Deck,2026-05-27,2026-05-28,Coyote Logistics,877-626-9683
"Tucson, AZ","Phoenix, AZ",1100,2057,1.87,189,91,24050,Step Deck,2026-06-08,2026-06-10,Landstar,800-872-9400
"Rockford, IL","Atlanta, GA",2005,3468,1.73,76,86,12929,Dry Van,2026-05-30,2026-06-02,Coyote Logistics,877-626-9683
"Rockford, IL","Columbus, OH",1733,5528,3.19,101,77,36519,Reefer,2026-06-18,2026-06-19,Landstar,800-872-9400
"Philadelphia, PA","Sacramento, CA",768,2595,3.38,121,99,40085,Flatbed,2026-05-29,2026-05-31,Uber Freight,844-822-8237
"Cincinnati, OH","Arlington, TX",892,2292,2.57,0,128,46993,Dry Van,2026-06-08,2026-06-13,C.H. Robinson,800-323-7587
"Arlington, TX","Chicago, IL",1066,2675,2.51,77,122,9148,Dry Van,2026-06-10,2026-06-12,TQL,800-580-3101
"Los Angeles, CA","Nashville, TN",1607,3422,2.13,76,166,18124,Step Deck,2026-06-15,2026-06-17,Coyote Logistics,877-626-9683
"Plano, TX","Lubbock, TX",1480,3389,2.29,152,22,27990,Flatbed,2026-05-27,2026-05-28,XPO Logistics,800-755-2728
"Little Rock, AR","Irving, TX",2219,6080,2.74,210,7,38207,Reefer,2026-05-19,2026-05-23,JB Hunt,800-452-4868
"New Orleans, LA","Columbus, OH",1016,2428,2.39,156,61,39487,Dry Van,2026-06-13,2026-06-16,Echo Global Logistics,800-354-7993
"San Antonio, TX","Amarillo, TX",2092,3535,1.69,108,146,16734,Reefer,2026-06-04,2026-06-05,Schneider,800-558-6767
"Fort Wayne, IN","Irving, TX",1319,3020,2.29,150,3,36430,Step Deck,2026-05-19,2026-05-24,Echo Global Logistics,800-354-7993
"Spokane, WA","Knoxville, TN",2515,4728,1.88,4,73,35631,Reefer,2026-05-22,2026-05-26,RXO,800-866-0190
"Lubbock, TX","Tucson, AZ",1700,5304,3.12,160,159,41419,Flatbed,2026-05-23,2026-05-24,JB Hunt,800-452-4868
"Springfield, IL","Fresno, CA",1967,6314,3.21,219,109,22482,Step Deck,2026-06-03,2026-06-07,XPO Logistics,800-755-2728
"San Antonio, TX","Chicago, IL",1954,6311,3.23,43,157,24017,Step Deck,2026-06-05,2026-06-08,Uber Freight,844-822-8237
"Greensboro, NC","Fort Worth, TX",1685,5122,3.04,21,141,34452,Step Deck,2026-06-11,2026-06-13,RXO,800-866-0190
"Grand Rapids, MI","Seattle, WA",1252,2979,2.38,91,116,22814,Reefer,2026-06-09,2026-06-10,Echo Global Logistics,800-354-7993
"Birmingham, AL","Tucson, AZ",1208,3744,3.1,84,41,36899,Flatbed,2026-06-11,2026-06-13,Echo Global Logistics,800-354-7993
"Salt Lake City, UT","Fort Worth, TX",215,662,3.08,141,15,27907,Reefer,2026-06-13,2026-06-14,Uber Freight,844-822-8237
"Phoenix, AZ","Rochester, NY",2010,4984,2.48,53,30,8860,Flatbed,2026-06-06,2026-06-07,C.H. Robinson,800-323-7587
"Denver, CO","Miami, FL",794,1580,1.99,219,115,23546,Dry Van,2026-05-25,2026-05-26,JB Hunt,800-452-4868
"Austin, TX","Seattle, WA",1273,4175,3.28,180,47,18028,Reefer,2026-06-07,2026-06-10,JB Hunt,800-452-4868
"Salt Lake City, UT","Tulsa, OK",1573,2658,1.69,43,9,37215,Step Deck,2026-05-27,2026-05-29,Echo Global Logistics,800-354-7993
"Jacksonville, FL","Houston, TX",347,770,2.22,58,167,37580,Step Deck,2026-06-13,2026-06-15,XPO Logistics,800-755-2728
"Cleveland, OH","Spokane, WA",347,648,1.87,133,52,9907,Dry Van,2026-06-02,2026-06-07,Uber Freight,844-822-8237
"Fargo, ND","Dallas, TX",2204,3945,1.79,194,157,31755,Reefer,2026-06-02,2026-06-03,Schneider,800-558-6767
"Kansas City, MO","Lubbock, TX",305,1104,3.62,181,79,25828,Dry Van,2026-06-17,2026-06-19,Echo Global Logistics,800-354-7993
"Jacksonville, FL","Dallas, TX",999,3406,3.41,62,124,20256,Flatbed,2026-06-05,2026-06-10,JB Hunt,800-452-4868
"Tucson, AZ","Tampa, FL",570,1539,2.7,92,135,45110,Flatbed,2026-05-27,2026-06-01,C.H. Robinson,800-323-7587
"Knoxville, TN","Fargo, ND",1671,3843,2.3,16,111,46766,Flatbed,2026-05-28,2026-05-31,XPO Logistics,800-755-2728
"Philadelphia, PA","Birmingham, AL",1835,3266,1.78,127,123,28888,Flatbed,2026-05-20,2026-05-24,Schneider,800-558-6767
"Tampa, FL","Fort Wayne, IN",1696,3663,2.16,150,25,22327,Step Deck,2026-06-03,2026-06-08,RXO,800-866-0190
"Arlington, TX","Denver, CO",735,1594,2.17,142,159,25437,Reefer,2026-05-19,2026-05-24,Echo Global Logistics,800-354-7993
"Kansas City, MO","Raleigh, NC",962,2886,3.0,25,94,14068,Dry Van,2026-06-09,2026-06-10,C.H. Robinson,800-323-7587
"Los Angeles, CA","Tampa, FL",2526,6592,2.61,22,41,12750,Dry Van,2026-06-10,2026-06-11,Landstar,800-872-9400
"San Diego, CA","Miami, FL",1558,3536,2.27,220,111,37133,Flatbed,2026-06-14,2026-06-16,Coyote Logistics,877-626-9683
"Memphis, TN","San Diego, CA",736,1736,2.36,70,151,46822,Flatbed,2026-06-09,2026-06-10,Uber Freight,844-822-8237
"Birmingham, AL","Cincinnati, OH",1175,2432,2.07,200,135,24126,Reefer,2026-06-11,2026-06-13,Coyote Logistics,877-626-9683
"Las Vegas, NV","Knoxville, TN",1829,5487,3.0,59,30,25472,Flatbed,2026-06-17,2026-06-19,XPO Logistics,800-755-2728
"Chicago, IL","Fresno, CA",324,965,2.98,108,39,12201,Dry Van,2026-05-29,2026-06-01,TQL,800-580-3101
"Nashville, TN","Memphis, TN",513,1200,2.34,209,86,45787,Reefer,2026-06-10,2026-06-14,Coyote Logistics,877-626-9683
"Sacramento, CA","Cleveland, OH",1053,2916,2.77,135,47,9147,Flatbed,2026-06-07,2026-06-08,TQL,800-580-3101
"Sacramento, CA","Nashville, TN",1541,5069,3.29,6,131,37432,Flatbed,2026-05-27,2026-05-31,JB Hunt,800-452-4868
"Memphis, TN","Dallas, TX",404,1446,3.58,172,16,8174,Dry Van,2026-06-04,2026-06-06,Coyote Logistics,877-626-9683
"Austin, TX","Raleigh, NC",1763,2838,1.61,203,164,45774,Step Deck,2026-05-19,2026-05-20,TQL,800-580-3101
"Amarillo, TX","Birmingham, AL",787,2376,3.02,159,146,31921,Flatbed,2026-06-02,2026-06-04,TQL,800-580-3101
"Nashville, TN","Fort Lauderdale, FL",1790,3293,1.84,96,140,23612,Flatbed,2026-06-06,2026-06-07,Echo Global Logistics,800-354-7993
"Cincinnati, OH","Fort Worth, TX",675,1140,1.69,13,37,42388,Step Deck,2026-05-31,2026-06-03,RXO,800-866-0190
"Oklahoma City, OK","Arlington, TX",1665,2813,1.69,108,119,36877,Dry Van,2026-05-28,2026-05-30,RXO,800-866-0190
"Irving, TX","Phoenix, AZ",947,3390,3.58,121,128,14651,Dry Van,2026-06-13,2026-06-14,TQL,800-580-3101
"Irving, TX","Oklahoma City, OK",678,2291,3.38,75,158,25739,Step Deck,2026-05-23,2026-05-25,Coyote Logistics,877-626-9683
"San Jose, CA","Springfield, IL",454,921,2.03,26,36,35150,Step Deck,2026-05-20,2026-05-24,Schneider,800-558-6767
"Kansas City, MO","Rockford, IL",881,1850,2.1,78,119,34893,Flatbed,2026-05-20,2026-05-25,XPO Logistics,800-755-2728
"Fresno, CA","Las Vegas, NV",642,1900,2.96,125,80,9336,Step Deck,2026-05-19,2026-05-21,RXO,800-866-0190
"Los Angeles, CA","Tacoma, WA",1487,2483,1.67,89,124,10288,Reefer,2026-06-09,2026-06-11,C.H. Robinson,800-323-7587
"Spokane, WA","Dallas, TX",2204,7295,3.31,32,95,24416,Dry Van,2026-06-14,2026-06-16,Echo Global Logistics,800-354-7993
"Austin, TX","Pittsburgh, PA",469,1669,3.56,131,160,38589,Dry Van,2026-05-21,2026-05-26,XPO Logistics,800-755-2728
"Pittsburgh, PA","Tacoma, WA",1417,3585,2.53,81,149,22747,Flatbed,2026-06-11,2026-06-14,JB Hunt,800-452-4868
"New Orleans, LA","Orlando, FL",188,703,3.74,140,12,37870,Dry Van,2026-05-20,2026-05-25,JB Hunt,800-452-4868
"Tulsa, OK","Cleveland, OH",890,3328,3.74,191,17,14441,Reefer,2026-06-04,2026-06-05,JB Hunt,800-452-4868
"Irving, TX","Philadelphia, PA",1003,3691,3.68,220,147,37466,Reefer,2026-06-07,2026-06-10,C.H. Robinson,800-323-7587
"Birmingham, AL","Houston, TX",2219,8054,3.63,73,45,14816,Step Deck,2026-05-19,2026-05-24,Schneider,800-558-6767
"Las Vegas, NV","Fort Wayne, IN",1613,5000,3.1,47,11,22005,Dry Van,2026-05-19,2026-05-20,Echo Global Logistics,800-354-7993
"Memphis, TN","New Orleans, LA",1772,5191,2.93,124,153,22062,Dry Van,2026-06-03,2026-06-05,C.H. Robinson,800-323-7587
"Spokane, WA","Salt Lake City, UT",1998,4355,2.18,104,5,18254,Reefer,2026-06-16,2026-06-19,Schneider,800-558-6767
"Dallas, TX","Charlotte, NC",983,2536,2.58,84,159,20927,Dry Van,2026-05-20,2026-05-23,Echo Global Logistics,800-354-7993
"Cincinnati, OH","Pittsburgh, PA",1165,3774,3.24,165,88,9415,Dry Van,2026-05-22,2026-05-25,Uber Freight,844-822-8237
"Pittsburgh, PA","Los Angeles, CA",694,2019,2.91,10,23,13686,Reefer,2026-06-02,2026-06-03,TQL,800-580-3101
"New York, NY","Tacoma, WA",2379,4520,1.9,133,22,28611,Flatbed,2026-05-24,2026-05-27,XPO Logistics,800-755-2728
"Buffalo, NY","Lubbock, TX",945,2702,2.86,57,102,36608,Step Deck,2026-05-28,2026-05-31,Echo Global Logistics,800-354-7993
"Tulsa, OK","Detroit, MI",449,1171,2.61,70,92,16319,Dry Van,2026-05-24,2026-05-27,Uber Freight,844-822-8237
"Spokane, WA","San Jose, CA",516,1026,1.99,39,149,36557,Step Deck,2026-05-24,2026-05-28,XPO Logistics,800-755-2728
"Indianapolis, IN","Orlando, FL",1529,4801,3.14,213,162,27370,Reefer,2026-06-12,2026-06-13,Echo Global Logistics,800-354-7993
"Nashville, TN","Miami, FL",585,1719,2.94,133,74,21474,Dry Van,2026-06-01,2026-06-02,RXO,800-866-0190
"Fresno, CA","Miami, FL",1312,4237,3.23,32,34,31315,Reefer,2026-06-05,2026-06-06,Schneider,800-558-6767
"Fresno, CA","Reno, NV",215,694,3.23,12,146,27711,Step Deck,2026-05-23,2026-05-24,Echo Global Logistics,800-354-7993
"Indianapolis, IN","Little Rock, AR",2047,3213,1.57,145,21,45395,Flatbed,2026-05-19,2026-05-24,XPO Logistics,800-755-2728
"Dallas, TX","Amarillo, TX",2431,6685,2.75,205,42,39571,Dry Van,2026-05-23,2026-05-24,C.H. Robinson,800-323-7587
"San Diego, CA","Reno, NV",626,1389,2.22,103,38,39823,Reefer,2026-06-15,2026-06-18,RXO,800-866-0190
"New Orleans, LA","Indianapolis, IN",559,1358,2.43,199,170,43831,Flatbed,2026-06-11,2026-06-14,Coyote Logistics,877-626-9683
"New Orleans, LA","San Antonio, TX",1774,2873,1.62,42,131,8637,Step Deck,2026-05-27,2026-05-28,JB Hunt,800-452-4868
"Pittsburgh, PA","Dallas, TX",549,1647,3.0,115,65,43023,Dry Van,2026-06-13,2026-06-17,XPO Logistics,800-755-2728
"Indianapolis, IN","Denver, CO",765,1614,2.11,135,166,23245,Dry Van,2026-06-08,2026-06-13,Schneider,800-558-6767
"Spokane, WA","Orlando, FL",1757,3004,1.71,56,49,39798,Flatbed,2026-06-13,2026-06-17,Schneider,800-558-6767
"Kansas City, MO","Rockford, IL",485,926,1.91,93,82,36812,Flatbed,2026-05-30,2026-06-03,Echo Global Logistics,800-354-7993
"Fargo, ND","Phoenix, AZ",578,1947,3.37,145,64,23113,Flatbed,2026-05-20,2026-05-21,TQL,800-580-3101
"Tacoma, WA","Fresno, CA",340,1009,2.97,62,49,42775,Flatbed,2026-05-23,2026-05-26,Echo Global Logistics,800-354-7993
"Birmingham, AL","Savannah, GA",2570,6939,2.7,9,119,47451,Dry Van,2026-06-05,2026-06-06,Landstar,800-872-9400
"Memphis, TN","Jacksonville, FL",1459,2772,1.9,83,103,45606,Reefer,2026-06-08,2026-06-12,C.H. Robinson,800-323-7587
"Buffalo, NY","Boise, ID",1520,5441,3.58,7,100,39030,Dry Van,2026-06-15,2026-06-19,JB Hunt,800-452-4868
"Rochester, NY","Houston, TX",1289,2075,1.61,164,67,11583,Dry Van,2026-06-17,2026-06-18,XPO Logistics,800-755-2728
"Salt Lake City, UT","San Diego, CA",1013,3363,3.32,93,165,46306,Flatbed,2026-06-05,2026-06-08,Landstar,800-872-9400
"Little Rock, AR","Rockford, IL",1734,3745,2.16,89,110,20474,Dry Van,2026-06-04,2026-06-06,Uber Freight,844-822-8237
"Fort Lauderdale, FL","Rockford, IL",1967,3461,1.76,122,125,26521,Dry Van,2026-06-04,2026-06-05,Schneider,800-558-6767
"Phoenix, AZ","Plano, TX",1280,2700,2.11,1,159,23587,Reefer,2026-06-02,2026-06-04,TQL,800-580-3101
"Dallas, TX","Kansas City, MO",270,612,2.27,156,166,41707,Step Deck,2026-06-11,2026-06-12,Schneider,800-558-6767
"Jacksonville, FL","Reno, NV",2082,3289,1.58,186,51,11144,Reefer,2026-05-28,2026-05-29,XPO Logistics,800-755-2728
"Phoenix, AZ","Buffalo, NY",1558,2633,1.69,10,145,29830,Reefer,2026-05-29,2026-06-01,Uber Freight,844-822-8237
"Los Angeles, CA","Indianapolis, IN",382,1314,3.44,151,14,19069,Dry Van,2026-06-08,2026-06-12,TQL,800-580-3101
"Pittsburgh, PA","Los Angeles, CA",1150,2886,2.51,101,13,47029,Reefer,2026-06-17,2026-06-19,JB Hunt,800-452-4868
"Indianapolis, IN","Birmingham, AL",2068,3722,1.8,218,74,33054,Dry Van,2026-05-24,2026-05-27,TQL,800-580-3101
"Tucson, AZ","Springfield, IL",330,825,2.5,119,145,26461,Dry Van,2026-05-20,2026-05-21,Schneider,800-558-6767
"Savannah, GA","Fort Wayne, IN",681,2077,3.05,0,96,35741,Step Deck,2026-05-27,2026-05-29,Landstar,800-872-9400
"Tulsa, OK","Austin, TX",1360,3984,2.93,10,11,17435,Reefer,2026-05-29,2026-06-01,TQL,800-580-3101
"Fargo, ND","Dallas, TX",393,1328,3.38,175,167,41686,Dry Van,2026-06-02,2026-06-03,Schneider,800-558-6767
"Indianapolis, IN","Plano, TX",1353,4180,3.09,133,60,47695,Step Deck,2026-05-23,2026-05-24,TQL,800-580-3101
"San Antonio, TX","Orlando, FL",2058,4033,1.96,57,62,33328,Dry Van,2026-05-19,2026-05-21,Echo Global Logistics,800-354-7993
"Fargo, ND","Reno, NV",209,769,3.68,90,145,42974,Step Deck,2026-06-09,2026-06-10,Landstar,800-872-9400
"Philadelphia, PA","Buffalo, NY",1277,3358,2.63,158,27,8369,Step Deck,2026-05-30,2026-06-04,Uber Freight,844-822-8237
"Knoxville, TN","Grand Rapids, MI",1725,3829,2.22,65,49,43816,Dry Van,2026-05-24,2026-05-29,Echo Global Logistics,800-354-7993
"Oklahoma City, OK","Seattle, WA",2554,6257,2.45,21,75,24337,Flatbed,2026-06-19,2026-06-19,Echo Global Logistics,800-354-7993
"New York, NY","Irving, TX",1016,3637,3.58,210,102,35354,Reefer,2026-06-08,2026-06-10,TQL,800-580-3101
"Miami, FL","Pittsburgh, PA",1163,2686,2.31,166,126,47409,Step Deck,2026-06-14,2026-06-17,XPO Logistics,800-755-2728
"Philadelphia, PA","Seattle, WA",689,1791,2.6,212,83,35085,Step Deck,2026-06-11,2026-06-16,C.H. Robinson,800-323-7587
"Amarillo, TX","Las Vegas, NV",1652,4576,2.77,57,157,11185,Reefer,2026-06-10,2026-06-13,Landstar,800-872-9400
"Grand Rapids, MI","Fort Wayne, IN",2386,6633,2.78,158,123,15475,Flatbed,2026-06-01,2026-06-06,XPO Logistics,800-755-2728
"San Jose, CA","Grand Rapids, MI",1089,1916,1.76,52,160,38038,Step Deck,2026-05-24,2026-05-26,Uber Freight,844-822-8237
"Greensboro, NC","New Orleans, LA",1486,3744,2.52,67,8,21515,Flatbed,2026-06-04,2026-06-07,TQL,800-580-3101
"Sacramento, CA","Memphis, TN",364,975,2.68,220,40,9448,Flatbed,2026-06-06,2026-06-07,Echo Global Logistics,800-354-7993
"New Orleans, LA","Birmingham, AL",2193,4386,2.0,62,151,23708,Step Deck,2026-05-20,2026-05-25,Landstar,800-872-9400
"Tacoma, WA","Detroit, MI",191,576,3.02,60,80,40206,Dry Van,2026-05-21,2026-05-23,XPO Logistics,800-755-2728
"Austin, TX","Atlanta, GA",746,2678,3.59,26,77,35133,Reefer,2026-06-15,2026-06-16,Echo Global Logistics,800-354-7993
"Lubbock, TX","Salt Lake City, UT",1986,5958,3.0,154,54,26570,Step Deck,2026-05-19,2026-05-21,Landstar,800-872-9400
"Los Angeles, CA","Cincinnati, OH",641,2038,3.18,134,32,45267,Reefer,2026-06-18,2026-06-19,XPO Logistics,800-755-2728
"Reno, NV","Austin, TX",394,677,1.72,109,16,26864,Reefer,2026-06-16,2026-06-19,C.H. Robinson,800-323-7587
"Oklahoma City, OK","Little Rock, AR",2142,6318,2.95,66,32,13949,Reefer,2026-06-12,2026-06-13,Landstar,800-872-9400
"Tampa, FL","Kansas City, MO",1373,4434,3.23,191,56,14344,Reefer,2026-05-24,2026-05-27,Uber Freight,844-822-8237
"Indianapolis, IN","Little Rock, AR",1633,3380,2.07,160,147,36183,Step Deck,2026-06-08,2026-06-10,JB Hunt,800-452-4868
"Pittsburgh, PA","Lubbock, TX",252,645,2.56,15,59,22469,Reefer,2026-05-22,2026-05-23,Uber Freight,844-822-8237
"Little Rock, AR","Atlanta, GA",1166,3859,3.31,165,64,30264,Flatbed,2026-05-19,2026-05-23,XPO Logistics,800-755-2728
"San Diego, CA","Cincinnati, OH",1645,5313,3.23,198,35,9917,Dry Van,2026-06-07,2026-06-12,C.H. Robinson,800-323-7587
"Reno, NV","Cleveland, OH",723,1511,2.09,140,147,47410,Flatbed,2026-05-31,2026-06-01,Schneider,800-558-6767
"Miami, FL","Fort Worth, TX",937,2979,3.18,144,51,17040,Dry Van,2026-06-02,2026-06-07,RXO,800-866-0190
"Birmingham, AL","St Louis, MO",739,1891,2.56,147,67,41665,Dry Van,2026-06-06,2026-06-09,TQL,800-580-3101
"Austin, TX","Charlotte, NC",2272,7565,3.33,166,28,28521,Reefer,2026-05-21,2026-05-22,Uber Freight,844-822-8237
"Little Rock, AR","Raleigh, NC",207,397,1.92,189,28,29361,Step Deck,2026-06-07,2026-06-11,Schneider,800-558-6767
"Fresno, CA","Denver, CO",2484,7650,3.08,190,158,22113,Reefer,2026-06-18,2026-06-19,Coyote Logistics,877-626-9683
"Little Rock, AR","Orlando, FL",2265,5322,2.35,42,95,27167,Flatbed,2026-05-22,2026-05-24,Landstar,800-872-9400
"San Diego, CA","Pittsburgh, PA",475,1467,3.09,12,11,30978,Step Deck,2026-06-01,2026-06-02,Uber Freight,844-822-8237
"Boise, ID","Austin, TX",1026,3467,3.38,114,133,33156,Flatbed,2026-05-22,2026-05-24,Landstar,800-872-9400
"Jacksonville, FL","Oklahoma City, OK",705,2587,3.67,32,92,30387,Step Deck,2026-05-25,2026-05-28,Landstar,800-872-9400
"San Antonio, TX","St Louis, MO",301,851,2.83,214,145,29573,Reefer,2026-06-12,2026-06-17,C.H. Robinson,800-323-7587
"Phoenix, AZ","Birmingham, AL",1006,2464,2.45,91,141,32601,Dry Van,2026-06-08,2026-06-12,RXO,800-866-0190
"Rockford, IL","Jacksonville, FL",192,595,3.1,98,63,33688,Step Deck,2026-06-18,2026-06-19,RXO,800-866-0190
"Chicago, IL","Reno, NV",1969,6733,3.42,111,136,10678,Flatbed,2026-05-26,2026-05-28,Schneider,800-558-6767
"Cleveland, OH","Nashville, TN",620,2176,3.51,177,98,44145,Flatbed,2026-06-06,2026-06-11,TQL,800-580-3101
"New Orleans, LA","Tulsa, OK",1883,5159,2.74,1,139,34300,Step Deck,2026-06-11,2026-06-12,Uber Freight,844-822-8237
"Savannah, GA","Tucson, AZ",1507,5169,3.43,203,158,27278,Step Deck,2026-06-19,2026-06-19,Echo Global Logistics,800-354-7993
"Orlando, FL","Plano, TX",2084,4876,2.34,166,74,18574,Step Deck,2026-06-03,2026-06-08,RXO,800-866-0190
"Orlando, FL","Detroit, MI",2316,4076,1.76,80,43,20237,Reefer,2026-05-22,2026-05-24,RXO,800-866-0190
"Kansas City, MO","Fresno, CA",2566,4849,1.89,120,107,39645,Dry Van,2026-05-21,2026-05-22,XPO Logistics,800-755-2728
"Detroit, MI","Houston, TX",1458,3747,2.57,197,12,34060,Step Deck,2026-06-14,2026-06-15,Schneider,800-558-6767
"Columbus, OH","Springfield, IL",1859,5260,2.83,91,78,41308,Dry Van,2026-05-25,2026-05-27,Echo Global Logistics,800-354-7993
"San Antonio, TX","Tucson, AZ",568,1675,2.95,3,70,26536,Step Deck,2026-06-14,2026-06-19,Echo Global Logistics,800-354-7993
"St Louis, MO","Fresno, CA",1158,3485,3.01,189,44,15999,Reefer,2026-06-14,2026-06-16,Echo Global Logistics,800-354-7993
"Little Rock, AR","Rockford, IL",585,982,1.68,94,3,45392,Reefer,2026-06-18,2026-06-19,Coyote Logistics,877-626-9683
"Rockford, IL","Orlando, FL",1384,4899,3.54,52,19,42182,Step Deck,2026-06-18,2026-06-19,Schneider,800-558-6767
"Grand Rapids, MI","Las Vegas, NV",687,1525,2.22,169,147,24290,Reefer,2026-06-18,2026-06-19,TQL,800-580-3101
"San Jose, CA","Fort Lauderdale, FL",1525,2867,1.88,142,76,43063,Reefer,2026-05-21,2026-05-26,Landstar,800-872-9400
"Fort Worth, TX","Tulsa, OK",1446,3065,2.12,51,41,41260,Step Deck,2026-05-22,2026-05-23,Echo Global Logistics,800-354-7993
"Denver, CO","Pittsburgh, PA",982,2729,2.78,1,77,21606,Flatbed,2026-06-14,2026-06-16,Schneider,800-558-6767
"Philadelphia, PA","Pittsburgh, PA",1634,3807,2.33,117,73,28192,Flatbed,2026-06-10,2026-06-15,TQL,800-580-3101
"Jacksonville, FL","Tampa, FL",1953,6542,3.35,2,155,25221,Step Deck,2026-06-16,2026-06-17,Schneider,800-558-6767
"New York, NY","Los Angeles, CA",2229,7444,3.34,186,168,15871,Reefer,2026-05-19,2026-05-23,C.H. Robinson,800-323-7587
"Grand Rapids, MI","Plano, TX",1937,4881,2.52,137,117,18871,Dry Van,2026-05-20,2026-05-22,C.H. Robinson,800-323-7587
"Birmingham, AL","Indianapolis, IN",825,2574,3.12,131,3,16711,Dry Van,2026-05-25,2026-05-27,JB Hunt,800-452-4868
"Salt Lake City, UT","Little Rock, AR",524,1189,2.27,140,89,27451,Flatbed,2026-06-05,2026-06-07,C.H. Robinson,800-323-7587
"Oklahoma City, OK","Buffalo, NY",421,1124,2.67,89,108,42121,Step Deck,2026-06-14,2026-06-15,XPO Logistics,800-755-2728
"Atlanta, GA","Greensboro, NC",2187,4964,2.27,44,59,20908,Dry Van,2026-06-11,2026-06-13,Coyote Logistics,877-626-9683
"Little Rock, AR","Miami, FL",1725,6106,3.54,65,56,34310,Flatbed,2026-05-20,2026-05-25,XPO Logistics,800-755-2728
"New Orleans, LA","Chicago, IL",2172,6537,3.01,130,48,11215,Flatbed,2026-06-15,2026-06-19,Uber Freight,844-822-8237
"Tucson, AZ","Tampa, FL",1024,2109,2.06,8,143,13433,Flatbed,2026-06-14,2026-06-16,XPO Logistics,800-755-2728
"Indianapolis, IN","Knoxville, TN",1015,2953,2.91,122,16,46379,Flatbed,2026-06-10,2026-06-11,XPO Logistics,800-755-2728
"Salt Lake City, UT","Rochester, NY",2165,5975,2.76,45,121,47249,Reefer,2026-06-17,2026-06-19,Landstar,800-872-9400
